,Pos,Dmg,Strand,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,min,max,median,mean,P-Value-Top,P-Value-Bottom,std,z
50,-10.5,86.48495212038303,Diff,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.0,0.0,0.0,-12515047879.616972
51,-9.5,94.72161422708618,Diff,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,1.0,0.0,0.0,-3278385772.9138217
52,-8.5,74.12995896032831,Diff,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,0.0,-16870041039.67169
53,-7.5,111.19493844049246,Diff,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,0.0,1.0,0.0,14194938440.492464
54,-6.5,85.11217510259917,Diff,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,1.0,0.0,0.0,-8887824897.400833
55,-5.5,118.05882352941175,Diff,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,0.0,1.0,0.0,39058823529.41175
56,-4.5,120.80437756497948,Diff,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1.0,0.0,35804377564.97947
57,-3.5,93.34883720930232,Diff,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,0.0,1.0,0.0,40348837209.302315
58,-2.5,87.85772913816689,Diff,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1.0,0.0,2857729138.166888
59,-1.5,8.236662106703147,Diff,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,0.0,0.0,-763337893.2968533
60,-0.5,9.609439124487004,Diff,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,4609439124.487003
61,0.5,10.982216142270861,Diff,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,1.0,0.0,1982216142.270861
62,1.5,307.5020519835841,Diff,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,0.0,1.0,0.0,149502051983.5841
63,2.5,293.77428180574555,Diff,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,0.0,1.0,0.0,77774281805.74554
64,3.5,171.5971272229822,Diff,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,0.0,1.0,0.0,5597127222.982209
65,4.5,124.92270861833104,Diff,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,0.0,1.0,0.0,5922708618.331043
66,5.5,248.47264021887824,Diff,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1.0,0.0,153472640218.87823
67,6.5,101.58549931600547,Diff,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,0.0,1.0,0.0,585499316.0054675
68,7.5,130.41381668946647,Diff,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1.0,0.0,25413816689.46647
69,8.5,124.92270861833104,Diff,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,0.0,1.0,0.0,6922708618.331043
70,9.5,113.94049247606019,Diff,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,0.0,1.0,0.0,7940492476.060185
71,10.5,124.92270861833104,Diff,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1.0,0.0,19922708618.331043
72,11.5,126.2954856361149,Diff,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,0.0,1.0,0.0,33295485636.114902
73,12.5,113.94049247606019,Diff,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.0,1.0,0.0,14940492476.060184
74,13.5,107.0766073871409,Diff,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,0.0,1.0,0.0,1076607387.1408963
75,14.5,137.27770177838576,Diff,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,0.0,1.0,0.0,36277701778.38576
76,15.5,91.97606019151846,Diff,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,1.0,0.0,0.0,-13023939808.481543
77,16.5,101.58549931600547,Diff,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1.0,0.0,6585499316.005467
78,17.5,72.75718194254445,Diff,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1.0,0.0,0.0,-17242818057.45555
79,18.5,86.48495212038303,Diff,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,1.0,0.0,0.0,-1515047879.616972
80,19.5,118.05882352941175,Diff,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1.0,0.0,23058823529.41175
81,20.5,0.0,Diff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
