,Pos,Dmg,Strand,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,min,max,median,mean,P-Value-Top,P-Value-Bottom,std,z
53,-7.5,344.1314677037538,Diff,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,0.0,1.0,0.0,38131467703.7538
54,-6.5,503.8715759215421,Diff,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,0.0,1.0,0.0,37871575921.5421
55,-5.5,614.309181602976,Diff,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,0.0,1.0,0.0,116309181602.97597
56,-4.5,492.03897531281706,Diff,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,0.0,1.0,0.0,36038975312.817055
57,-3.5,251.4427629354075,Diff,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,1.0,0.0,0.0,-36557237064.5925
58,-2.5,406.2526208995604,Diff,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,0.0,1.0,0.0,111252620899.56038
59,-1.5,355.9640683124789,Diff,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,0.0,1.0,0.0,47964068312.4789
60,-0.5,1310.4605174163003,Diff,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,0.0,1.0,0.0,299460517416.30023
61,0.5,2295.5245180926618,Diff,1816.0,1816.0,1816.0,1816.0,1816.0,1816.0,1816.0,1816.0,1816.0,1816.0,1816.0,1816.0,1816.0,1816.0,0.0,1.0,0.0,479524518092.66174
62,1.5,1446.5354244166385,Diff,1591.0,1591.0,1591.0,1591.0,1591.0,1591.0,1591.0,1591.0,1591.0,1591.0,1591.0,1591.0,1591.0,1591.0,1.0,0.0,0.0,-144464575583.36145
63,2.5,625.155732160974,Diff,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,1.0,0.0,0.0,-144844267839.02597
64,3.5,960.412749408184,Diff,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,0.0,1.0,0.0,672412749408.184
65,4.5,255.38696313831588,Diff,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,0.0,1.0,0.0,62386963138.31587
66,5.5,373.71296922556644,Diff,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,1.0,0.0,0.0,-16287030774.43356
67,6.5,342.15936760229965,Diff,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,0.0,1.0,0.0,10159367602.299652
68,7.5,339.20121745011835,Diff,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,0.0,1.0,0.0,16201217450.11835
69,8.5,291.8708150152181,Diff,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,1.0,0.0,0.0,-3129184984.7818866
70,9.5,286.9405647615827,Diff,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,1.0,0.0,0.0,-18059435238.41728
71,10.5,303.7034156239432,Diff,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,1.0,0.0,0.0,-4296584376.056785
72,11.5,302.7173655732161,Diff,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,0.0,1.0,0.0,43717365573.21611
73,12.5,355.9640683124789,Diff,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,0.0,1.0,0.0,44964068312.4789
74,13.5,335.25701724721,Diff,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,0.0,1.0,0.0,34257017247.21
75,14.5,273.1358640514035,Diff,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,1.0,0.0,0.0,-41864135948.59653
76,15.5,315.53601623266826,Diff,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,0.0,1.0,0.0,20536016232.66826
77,16.5,303.7034156239432,Diff,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,0.0,1.0,0.0,21703415623.943214
78,17.5,328.3546668921204,Diff,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,0.0,1.0,0.0,22354666892.120403
79,18.5,309.6197159283057,Diff,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,0.0,1.0,0.0,7619715928.305709
80,19.5,285.9545147108556,Diff,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,1.0,0.0,0.0,-10045485289.14438
81,20.5,0.0,Diff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
