,Pos,Dmg,Strand,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,min,max,median,mean,P-Value-Top,P-Value-Bottom,std,z
33,13.5,63.418119551681194,Same,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,1.0,0.0,11418119551.681192
34,14.5,54.485990037359905,Same,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,1.0,0.0,0.0,-7514009962.640095
35,15.5,59.845267745952675,Same,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,1.0,0.0,0.0,-3154732254.047324
36,16.5,73.24346201743462,Same,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,1.0,0.0,16243462017.434622
37,17.5,54.485990037359905,Same,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,1.0,0.0,0.0,-9514009962.640095
38,18.5,60.73848069738481,Same,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,0.0,1.0,0.0,6738480697.384809
39,19.5,64.31133250311332,Same,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,1.0,0.0,0.0,-2688667496.8866796
40,20.5,0.0,Same,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,-19.5,66.09775840597759,Diff,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,1.0,0.0,0.0,-5902241594.022413
42,-18.5,52.699564134495645,Diff,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,1.0,0.0,0.0,-12300435865.504354
43,-17.5,65.20454545454545,Diff,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,1.0,0.0,2204545454.545453
44,-16.5,71.45703611457036,Diff,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,0.0,1.0,0.0,3457036114.570357
45,-15.5,66.99097135740972,Diff,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,1.0,0.0,0.0,-2009028642.5902803
46,-14.5,52.699564134495645,Diff,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,1.0,0.0,0.0,-13300435865.504354
47,-13.5,61.631693648816935,Diff,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,1.0,0.0,0.0,-3368306351.183065
48,-12.5,70.56382316313824,Diff,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,1.0,0.0,0.0,-2436176836.8617616
49,-11.5,70.56382316313824,Diff,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,1.0,0.0,0.0,-14436176836.861761
50,-10.5,86.64165628891656,Diff,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1.0,0.0,26641656288.91656
51,-9.5,79.49595267745953,Diff,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0.0,1.0,0.0,3495952677.4595275
52,-8.5,73.24346201743462,Diff,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,1.0,0.0,0.0,-9756537982.565376
53,-7.5,88.42808219178082,Diff,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,0.0,1.0,0.0,10428082191.780817
54,-6.5,71.45703611457036,Diff,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,1.0,0.0,0.0,-3542963885.4296427
55,-5.5,86.64165628891656,Diff,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1.0,0.0,1641656288.9165645
56,-4.5,8.038916562889165,Diff,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1.0,0.0,0.0,-2961083437.1108346
57,-3.5,3.572851805728518,Diff,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,0.0,0.0,-2427148194.2714815
58,-2.5,62.52490660024907,Diff,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,1.0,0.0,0.0,-15475093399.75093
59,-1.5,43.76743462017435,Diff,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,1.0,0.0,0.0,-7232565379.82565
60,-0.5,34.83530510585305,Diff,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,1.0,0.0,0.0,-1164694894.1469474
61,0.5,37.51494396014944,Diff,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,1.0,0.0,0.0,-8485056039.850561
62,1.5,38.40815691158157,Diff,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,1.0,0.0,0.0,-21591843088.418427
63,2.5,184.8950809464508,Diff,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,1.0,0.0,0.0,-69104919053.5492
64,3.5,33.94209215442092,Diff,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,1.0,0.0,0.0,-22057907845.57908
65,4.5,29.476027397260275,Diff,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,1.0,0.0,0.0,-11523972602.739725
66,5.5,69.6706102117061,Diff,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,1.0,0.0,0.0,-5329389788.293895
67,6.5,71.45703611457036,Diff,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,1.0,0.0,0.0,-3542963885.4296427
68,7.5,54.485990037359905,Diff,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,1.0,0.0,0.0,-13514009962.640095
69,8.5,69.6706102117061,Diff,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,1.0,0.0,0.0,-9329389788.293894
70,9.5,79.49595267745953,Diff,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,0.0,1.0,0.0,8495952677.459527
71,10.5,73.24346201743462,Diff,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,0.0,1.0,0.0,7243462017.434623
72,11.5,81.2823785803238,Diff,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,1.0,0.0,20282378580.32379
73,12.5,59.845267745952675,Diff,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,1.0,0.0,0.0,-17154732254.047323
74,13.5,71.45703611457036,Diff,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,1.0,0.0,10457036114.570356
75,14.5,70.56382316313824,Diff,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,0.0,1.0,0.0,2563823163.138238
76,15.5,50.01992528019925,Diff,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,1.0,0.0,0.0,-19980074719.800747
77,16.5,51.80635118306351,Diff,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,1.0,0.0,0.0,-8193648816.936487
78,17.5,62.52490660024907,Diff,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,0.0,1.0,0.0,13524906600.249067
79,18.5,70.56382316313824,Diff,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,0.0,1.0,0.0,12563823163.138237
80,19.5,78.6027397260274,Diff,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,0.0,1.0,0.0,14602739726.027393
81,20.5,0.0,Diff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
