,Pos,Dmg,Strand,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,min,max,median,mean,P-Value-Top,P-Value-Bottom,std,z
11,-8.5,366.68696216918323,Same,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,0.0,1.0,0.0,686962169.1832321
12,-7.5,270.784218217243,Same,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,1.0,0.0,0.0,-3215781782.7570057
13,-6.5,349.76294853060557,Same,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,1.0,0.0,0.0,-27237051469.39443
14,-5.5,614.9058288683227,Same,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,0.0,1.0,0.0,41905828868.322716
15,-4.5,275.29728852086373,Same,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,0.0,1.0,0.0,5297288520.86373
16,-3.5,298.99090761487247,Same,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,0.0,1.0,0.0,20990907614.872467
17,-2.5,617.162364020133,Same,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,0.0,1.0,0.0,190162364020.13306
18,-1.5,171.49667153758725,Same,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,0.0,1.0,0.0,44496671537.58724
19,-0.5,46.25897061211235,Same,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,1.0,0.0,13258970612.112349
20,0.5,29.33495697353466,Same,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,1.0,0.0,14334956973.534658
21,1.5,28.206689397629482,Same,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0.0,1.0,0.0,2206689397.629482
22,2.5,20.308816366293225,Same,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,1.0,0.0,0.0,-6691183633.706775
23,3.5,21.437083942198406,Same,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,1.0,0.0,0.0,-10562916057.801594
24,4.5,92.5179412242247,Same,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,1.0,0.0,0.0,-33482058775.7753
25,5.5,76.7221951615522,Same,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,1.0,0.0,0.0,-27277804838.447803
26,6.5,95.90274395194024,Same,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,1.0,0.0,0.0,-16097256048.059761
27,7.5,296.73437246306213,Same,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,1.0,0.0,0.0,-8265627536.93787
28,8.5,224.52524760513066,Same,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,1.0,0.0,0.0,-72474752394.86934
29,9.5,252.73193700276016,Same,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,0.0,1.0,0.0,10731937002.760162
30,10.5,323.81279428478643,Same,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,1.0,0.0,0.0,-72187205715.21356
31,11.5,356.53255398603665,Same,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,1.0,0.0,0.0,-19467446013.963352
32,12.5,293.3495697353466,Same,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,1.0,0.0,0.0,-57650430264.65337
33,13.5,328.32586458840717,Same,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,1.0,0.0,0.0,-33674135411.592827
34,14.5,341.8650754992693,Same,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,1.0,0.0,0.0,-43134924500.730675
35,15.5,391.5088488390972,Same,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,0.0,1.0,0.0,19508848839.097195
36,16.5,323.81279428478643,Same,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,1.0,0.0,0.0,-6187205715.213565
37,17.5,317.04318882935536,Same,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,1.0,0.0,0.0,-14956811170.64464
38,18.5,312.5301185257346,Same,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,1.0,0.0,0.0,-37469881474.26537
39,19.5,320.4279915570709,Same,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,1.0,0.0,0.0,-23572008442.929073
40,20.5,0.0,Same,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,-19.5,384.7392433836661,Diff,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,1.0,0.0,0.0,-51260756616.33388
42,-18.5,398.2784542945283,Diff,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,1.0,0.0,0.0,-25721545705.471725
43,-17.5,410.68939762948526,Diff,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,1.0,0.0,0.0,-15310602370.514742
44,-16.5,398.2784542945283,Diff,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,1.0,0.0,0.0,-8721545705.471725
45,-15.5,392.63711641500237,Diff,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,1.0,0.0,0.0,-9362883584.997633
46,-14.5,415.20246793310594,Diff,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,1.0,0.0,0.0,-31797532066.894062
47,-13.5,429.8699464198733,Diff,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,0.0,1.0,0.0,2869946419.8733153
48,-12.5,428.7416788439681,Diff,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,1.0,0.0,0.0,-18258321156.03191
49,-11.5,394.8936515668127,Diff,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,1.0,0.0,0.0,-57106348433.18729
50,-10.5,420.84380581263184,Diff,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,1.0,0.0,0.0,-5156194187.368157
51,-9.5,403.9197921740542,Diff,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,0.0,1.0,0.0,1919792174.05418
52,-8.5,403.9197921740542,Diff,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,1.0,0.0,0.0,-56080207825.945816
53,-7.5,434.383016723494,Diff,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,1.0,0.0,0.0,-25616983276.506004
54,-6.5,271.9124857931482,Diff,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,1.0,0.0,0.0,-53087514206.851776
55,-5.5,157.9574606267251,Diff,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1.0,0.0,0.0,-6042539373.274905
56,-4.5,249.34713427504462,Diff,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,0.0,1.0,0.0,62347134275.04462
57,-3.5,453.56356551388205,Diff,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,0.0,1.0,0.0,117563565513.88205
58,-2.5,570.9033934080207,Diff,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,0.0,1.0,0.0,95903393408.02074
59,-1.5,759.3240785841856,Diff,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,0.0,1.0,0.0,103324078584.1856
60,-0.5,1139.550251664231,Diff,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,0.0,1.0,0.0,272550251664.2309
61,0.5,1846.9740217567785,Diff,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,0.0,1.0,0.0,629974021756.7784
62,1.5,1139.550251664231,Diff,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,0.0,1.0,0.0,355550251664.2309
63,2.5,928.5642149699626,Diff,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,0.0,1.0,0.0,347564214969.9625
64,3.5,961.2839746712127,Diff,759.0,759.0,759.0,759.0,759.0,759.0,759.0,759.0,759.0,759.0,759.0,759.0,759.0,759.0,0.0,1.0,0.0,202283974671.2127
65,4.5,468.2310440006494,Diff,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,0.0,1.0,0.0,21231044000.649376
66,5.5,297.8626400389673,Diff,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,0.0,1.0,0.0,55862640038.96729
67,6.5,424.2286085403474,Diff,422.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0,0.0,1.0,0.0,2228608540.347409
68,7.5,379.0979055041402,Diff,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,0.0,1.0,0.0,1097905504.1402147
69,8.5,386.99577853547646,Diff,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,0.0,1.0,0.0,2995778535.476461
70,9.5,508.84867673323583,Diff,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,0.0,1.0,0.0,51848676733.23583
71,10.5,458.0766358175028,Diff,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,0.0,1.0,0.0,40076635817.502785
72,11.5,464.84624127293387,Diff,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,1.0,0.0,0.0,-9153758727.066133
73,12.5,487.41159279103744,Diff,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,1.0,0.0,0.0,-19588407208.962563
74,13.5,519.0030849163825,Diff,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,0.0,1.0,0.0,65003084916.38247
75,14.5,465.97450884883904,Diff,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,0.0,1.0,0.0,15974508848.839035
76,15.5,447.92222763435615,Diff,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,0.0,1.0,0.0,23922227634.356148
77,16.5,470.4875791524597,Diff,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,0.0,1.0,0.0,42487579152.45972
78,17.5,465.97450884883904,Diff,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,0.0,1.0,0.0,42974508848.839035
79,18.5,424.2286085403474,Diff,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,1.0,0.0,0.0,-14771391459.65259
80,19.5,532.5422958272446,Diff,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,0.0,1.0,0.0,125542295827.24463
81,20.5,0.0,Diff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
