,Pos,Dmg,Strand,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,min,max,median,mean,P-Value-Top,P-Value-Bottom,std,z
37,17.5,263.420173631548,Same,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,1.0,0.0,0.0,-18579826368.452015
38,18.5,290.8007651559741,Same,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,0.0,1.0,0.0,31800765155.97409
39,19.5,273.8059152442613,Same,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1.0,0.0,0.0,-6194084755.738686
40,20.5,0.0,Same,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,-19.5,280.41502354326076,Diff,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,0.0,1.0,0.0,3415023543.2607584
42,-18.5,287.96829017068865,Diff,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,0.0,1.0,0.0,9968290170.688646
43,-17.5,254.9227486756916,Diff,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,1.0,0.0,0.0,-32077251324.308403
44,-16.5,273.8059152442613,Diff,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,1.0,0.0,0.0,-15194084755.738686
45,-15.5,293.6332401412596,Diff,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,1.0,0.0,0.0,-3366759858.7404084
46,-14.5,270.97344025897587,Diff,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,1.0,0.0,0.0,-7026559741.02413
47,-13.5,249.25779870512065,Diff,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,1.0,0.0,0.0,-18742201294.87935
48,-12.5,284.1916568569747,Diff,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,0.0,1.0,0.0,191656856.9747028
49,-11.5,275.6942319011183,Diff,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,0.0,1.0,0.0,1694231901.1183143
50,-10.5,309.68393172454387,Diff,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,0.0,1.0,0.0,13683931724.543867
51,-9.5,311.5722483814008,Diff,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,1.0,0.0,0.0,-21427751618.599186
52,-8.5,356.8918481459682,Diff,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,0.0,1.0,0.0,16891848145.968197
53,-7.5,386.1607563272513,Diff,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,0.0,1.0,0.0,23160756327.251305
54,-6.5,365.3892731018246,Diff,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,0.0,1.0,0.0,41389273101.824585
55,-5.5,405.0439228958211,Diff,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,0.0,1.0,0.0,56043922895.82108
56,-4.5,432.4245144202472,Diff,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,0.0,1.0,0.0,84424514420.2472
57,-3.5,52.87286639199529,Diff,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0.0,1.0,0.0,4872866391.995288
58,-2.5,63.258608004708655,Diff,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0.0,1.0,0.0,15258608004.708654
59,-1.5,736.4434961742202,Diff,1053.0,1053.0,1053.0,1053.0,1053.0,1053.0,1053.0,1053.0,1053.0,1053.0,1053.0,1053.0,1053.0,1053.0,1.0,0.0,0.0,-316556503825.7798
60,-0.5,268.1409652736904,Diff,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,1.0,0.0,0.0,-106859034726.30957
61,0.5,49.096233078281344,Diff,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,1.0,0.0,16096233078.281343
62,1.5,21.71564155385521,Diff,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,17715641553.85521
63,2.5,90.63919952913479,Diff,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,1.0,0.0,0.0,-2360800470.8652143
64,3.5,154.84196586227193,Diff,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,0.0,1.0,0.0,6841965862.271934
65,4.5,137.84711595055916,Diff,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,1.0,0.0,0.0,-33152884049.44084
66,5.5,231.3187904649794,Diff,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,1.0,0.0,0.0,-33681209535.020596
67,6.5,226.59799882283696,Diff,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,1.0,0.0,0.0,-10402001177.163042
68,7.5,240.76037374926426,Diff,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,1.0,0.0,0.0,-31239626250.735737
69,8.5,281.3591818716892,Diff,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,0.0,1.0,0.0,9359181871.689201
70,9.5,300.242348440259,Diff,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,0.0,1.0,0.0,37242348440.25898
71,10.5,280.41502354326076,Diff,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,1.0,0.0,0.0,-8584976456.739241
72,11.5,281.3591818716892,Diff,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,1.0,0.0,0.0,-32640818128.310795
73,12.5,286.07997351383165,Diff,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,1.0,0.0,0.0,-6920026486.168353
74,13.5,280.41502354326076,Diff,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,1.0,0.0,0.0,-6584976456.739241
75,14.5,257.75522366097704,Diff,244.0,244.0,244.0,244.0,244.0,244.0,244.0,244.0,244.0,244.0,244.0,244.0,244.0,244.0,0.0,1.0,0.0,13755223660.977037
76,15.5,261.531856974691,Diff,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,0.0,1.0,0.0,2531856974.6909814
77,16.5,265.3084902884049,Diff,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,0.0,1.0,0.0,30308490288.404922
78,17.5,259.64354031783404,Diff,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0.0,1.0,0.0,4643540317.834038
79,18.5,261.531856974691,Diff,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,0.0,1.0,0.0,1531856974.6909814
80,19.5,269.08512360211887,Diff,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,0.0,1.0,0.0,4085123602.1188693
81,20.5,0.0,Diff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
