,Pos,Dmg,Strand,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,min,max,median,mean,P-Value-Top,P-Value-Bottom,std,z
21,1.5,2.6157756641521814,Same,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,-1384224335.8478184
22,2.5,4.359626106920302,Same,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,1359626106.9203024
23,3.5,4.359626106920302,Same,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,-2640373893.0796976
24,4.5,24.413906198753693,Same,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,1.0,0.0,0.0,-22586093801.246304
25,5.5,34.00508363397836,Same,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,1.0,0.0,0.0,-20994916366.02164
26,6.5,37.4927845195146,Same,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,1.0,0.0,0.0,-26507215480.485397
27,7.5,47.955887176123326,Same,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,1.0,0.0,0.0,-23044112823.87667
28,8.5,84.57674647425387,Same,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,0.0,-6423253525.746133
29,9.5,93.29599868809447,Same,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,0.0,0.0,-2704001311.9055285
30,10.5,107.24680223023944,Same,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1.0,0.0,2246802230.2394385
31,11.5,102.88717612331914,Same,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,1.0,0.0,0.0,-4112823876.6808634
32,12.5,97.65562479501477,Same,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,1.0,0.0,0.0,-19344375204.985226
33,13.5,122.94145621515253,Same,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,1.0,0.0,0.0,-11058543784.847471
34,14.5,105.50295178747132,Same,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,1.0,0.0,0.0,-1497048212.528682
35,15.5,108.99065267300756,Same,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,1.0,0.0,0.0,-9347326.99244023
36,16.5,104.63102656608726,Same,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,0.0,1.0,0.0,1631026566.0872574
37,17.5,105.50295178747132,Same,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,1.0,0.0,0.0,-12497048212.52868
38,18.5,127.30108232207283,Same,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,0.0,1.0,0.0,6301082322.072829
39,19.5,101.14332568055102,Same,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,1.0,0.0,0.0,-10856674319.448984
40,20.5,0.0,Same,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,-19.5,163.0500163988193,Diff,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,0.0,1.0,0.0,11050016398.81931
42,-18.5,164.79386684158743,Diff,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,0.0,1.0,0.0,15793866841.58743
43,-17.5,161.3061659560512,Diff,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,0.0,1.0,0.0,15306165956.051188
44,-16.5,168.28156772712367,Diff,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,1.0,0.0,0.0,-9718432272.876328
45,-15.5,181.36044604788458,Diff,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,0.0,1.0,0.0,28360446047.88458
46,-14.5,168.28156772712367,Diff,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,0.0,1.0,0.0,16281567727.12367
47,-13.5,172.64119383404397,Diff,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,0.0,1.0,0.0,12641193834.043974
48,-12.5,197.92702525418173,Diff,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,0.0,1.0,0.0,26927025254.18173
49,-11.5,174.3850442768121,Diff,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,1.0,0.0,0.0,-614955723.1879044
50,-10.5,175.25696949819616,Diff,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,1.0,0.0,0.0,-27743030501.80384
51,-9.5,165.6657920629715,Diff,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,1.0,0.0,0.0,-21334207937.028507
52,-8.5,168.28156772712367,Diff,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,1.0,0.0,0.0,-49718432272.87633
53,-7.5,224.9567071170876,Diff,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,1.0,0.0,0.0,-12043292882.912395
54,-6.5,257.21794030829784,Diff,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,1.0,0.0,0.0,-14782059691.702158
55,-5.5,397.5979009511316,Diff,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,1.0,0.0,0.0,-18402099048.86842
56,-4.5,467.3519186618564,Diff,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,1.0,0.0,0.0,-11648081338.143583
57,-3.5,449.04148901279115,Diff,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,0.0,1.0,0.0,22041489012.791145
58,-2.5,374.927845195146,Diff,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,1.0,0.0,0.0,-2072154804.8539944
59,-1.5,583.3179731059365,Diff,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,0.0,1.0,0.0,31317973105.936516
60,-0.5,375.79977041653007,Diff,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,0.0,1.0,0.0,43799770416.53006
61,0.5,672.2543456871106,Diff,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,0.0,1.0,0.0,102254345687.11057
62,1.5,1143.9658904558873,Diff,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,0.0,1.0,0.0,112965890455.88734
63,2.5,693.180551000328,Diff,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,1.0,0.0,0.0,-200819448999.67197
64,3.5,333.0754345687111,Diff,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,1.0,0.0,0.0,-50924565431.288895
65,4.5,350.5139389963923,Diff,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,0.0,1.0,0.0,175513938996.3923
66,5.5,162.17809117743525,Diff,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,0.0,1.0,0.0,22178091177.43525
67,6.5,296.45457527058056,Diff,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,1.0,0.0,0.0,-27545424729.419437
68,7.5,244.13906198753693,Diff,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,1.0,0.0,0.0,-3860938012.463066
69,8.5,208.39012791079045,Diff,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,1.0,0.0,0.0,-13609872089.209545
70,9.5,184.84814693342082,Diff,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,1.0,0.0,0.0,-10151853066.579178
71,10.5,179.61659560511646,Diff,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,0.0,1.0,0.0,14616595605.116457
72,11.5,185.72007215480488,Diff,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,0.0,1.0,0.0,23720072154.804882
73,12.5,166.53771728435555,Diff,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,0.0,1.0,0.0,4537717284.355551
74,13.5,177.00081994096428,Diff,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,0.0,1.0,0.0,12000819940.964277
75,14.5,175.25696949819616,Diff,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,0.0,1.0,0.0,3256969498.196156
76,15.5,140.37996064283374,Diff,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,1.0,0.0,0.0,-20620039357.166264
77,16.5,170.0254181698918,Diff,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,0.0,1.0,0.0,20025418169.891792
78,17.5,168.28156772712367,Diff,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,1.0,0.0,33281567727.12367
79,18.5,177.87274516234834,Diff,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,1.0,0.0,0.0,-3127254837.6516623
80,19.5,159.56231551328307,Diff,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,1.0,0.0,0.0,-17437684486.71693
81,20.5,0.0,Diff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
